Estacion: RUTA PROVINCIAL Nº 157 - ATAHONA,,,,
Parametro: Aforos,,,,
,,,,
Fecha y Hora,Altura Escala [m],Caudal Liquido [m3/s],Caudal Solido Grueso [kg/s],Caudal Solido Fino [kg/s]
29/12/2014 11:55:00 a.m.,"2,15","31,245","1,214","4,861"
02/01/2015 03:05:00 p.m.,"2,8","50,772","2,812","7,988"
05/01/2015 01:00:00 p.m.,"2,02","16,476","0,181","0,944"
09/01/2015 12:30:00 p.m.,"2,17","23,775","0,667","1,683"
12/01/2015 12:30:00 p.m.,"2,85","54,683","3,923","14,114"
14/01/2015 12:00:00 p.m.,"2,13","21,366","0,16","1,511"
21/01/2015 12:30:00 p.m.,"3,61","88,115","98,124","271,85"
27/01/2015 12:40:00 p.m.,"2,37","38,771","2,601","7,845"
29/01/2015 12:35:00 p.m.,"3,38","73,688","8,907","11,514"
03/02/2015 12:30:00 p.m.,"2,98","62,313","6,02","26,63"
05/02/2015 12:05:00 p.m.,"3,61","93,564","102,935","555,933"
09/02/2015 12:40:00 p.m.,"2,43","37,778","3,206","7,312"
13/02/2015 12:30:00 p.m.,"2,32","31,429","2,77","4,831"
16/02/2015 12:45:00 p.m.,"3,1","64,592","37,123","219,523"
20/02/2015 12:50:00 p.m.,"2,71","60,164","7,754","9,324"
23/02/2015 12:30:00 p.m.,"2,46","38,656","20,026","20,153"
26/02/2015 01:10:00 p.m.,"3,145","152,047","69,367","110,924"
03/03/2015 01:00:00 p.m.,"3,08","137,928","4,007","23,046"
06/03/2015 12:40:00 p.m.,"2,91","105,605","21,654","36,954"
09/03/2015 02:10:00 p.m.,"3,76","247,819","255,721","5,324,558"
13/03/2015 01:40:00 p.m.,"2,7","68,654","80,399","175,12"
16/03/2015 01:20:00 p.m.,"2,79","76,896","7,43","10,607"
20/03/2015 01:10:00 p.m.,"2,68","65,992","42,264","145,774"
25/03/2015 12:25:00 p.m.,"3,07","132,153","4,377","43,974"
27/03/2015 12:50:00 p.m.,"2,66","64,86","10,326","20,607"
07/04/2015 12:45:00 p.m.,"2,31","32,365","0,75","7,219"
14/04/2015 01:20:00 p.m.,"2,27","30,858","6,88","11,623"
22/04/2015 01:00:00 p.m.,"2,55","46,751","1,831","8,137"
27/04/2015 04:20:00 p.m.,"2,11","18,223","1,582","2,641"
08/05/2015 12:45:00 p.m.,"2,07","15,508","0,362","1,924"
02/06/2015 12:35:00 p.m.,"2,01","12,312","0,839","0,528"
02/07/2015 02:15:00 p.m.,"1,93","8,078","0,666","0,588"
03/08/2015 02:30:00 p.m.,"1,89","5,966","0,241","0,313"
15/09/2015 06:10:00 p.m.,"1,89","6,014","0,122","0,199"
02/10/2015 01:05:00 p.m.,"1,96","9,064","4,089","4,055"
27/10/2015 01:10:00 p.m.,"1,72","2,642","0,671","0,519"
04/11/2015 01:35:00 p.m.,"2,47","39,012","1,486","2,394"
10/11/2015 01:30:00 p.m.,"3,15","118,003","3,553","7,755"
16/11/2015 01:50:00 p.m.,2,"10,429","0,447","1,413"
23/11/2015 01:55:00 p.m.,"2,13","16,372","0,746","1,516"
02/12/2015 01:40:00 p.m.,"2,13","16,719","0,338","1,479"
04/12/2015 02:30:00 p.m.,"2,06","13,858","0,105","4,16"
07/12/2015 02:35:00 p.m.,"2,43","41,201","27,971","27,913"
09/12/2015 02:30:00 p.m.,"2,31","30,873","1,338","4,236"
14/12/2015 02:15:00 p.m.,"2,19","21,899","2,139","7,591"
21/12/2015 02:10:00 p.m.,"2,18","21,22","13,087","16,065"
23/12/2015 02:20:00 p.m.,"2,06","13,877","8,166","14,05"
28/12/2015 02:25:00 p.m.,"2,29","29,344","25,232","31,98"
04/01/2016 01:05:00 p.m.,"3,05","117,186","156,711","381,17"
07/01/2016 01:10:00 p.m.,"2,9","102,376","256,711","301,451"
11/01/2016 01:05:00 p.m.,"2,62","62,208","38,401","75,161"
14/01/2016 01:10:00 p.m.,"2,88","92,134","44,516","110,391"
18/01/2016 02:10:00 p.m.,"2,35","33,683","5,7","5,962"
21/01/2016 01:15:00 p.m.,"2,29","28,99","1,05","2,1"
25/01/2016 01:45:00 p.m.,"2,19","21,978","0,795","1,987"
27/01/2016 01:25:00 p.m.,"2,1","16,177","1,537","2,1"
02/02/2016 01:05:00 p.m.,"2,46","44,06","5,726","18,501"
05/02/2016 01:15:00 p.m.,"2,34","33,104","8,234","25,278"
10/02/2016 02:45:00 p.m.,"2,79","79,997","9,792","67,151"
16/02/2016 02:30:00 p.m.,"2,58","56,215","6,453","21,305"
19/02/2016 03:00:00 p.m.,"2,49","47,225","4,132","19,506"
22/02/2016 04:00:00 p.m.,"2,6","58,621","8,879","25,772"
26/02/2016 02:50:00 p.m.,"3,235","145,314","10,336","93,451"
28/02/2016 02:40:00 p.m.,"2,88","90,15","8,276","63,515"
02/03/2016 12:30:00 p.m.,"3,37","166,485","6,265","35,171"
08/03/2016 01:15:00 p.m.,"3,1","115,584","16,004","31,043"
14/03/2016 12:40:00 p.m.,"2,41","41,167","0,229","1,495"
18/03/2016 12:40:00 p.m.,"2,19","19,976","3,63","3,647"
21/03/2016 02:20:00 p.m.,"2,46","44,277","38,238","110,244"
24/03/2016 01:30:00 p.m.,"2,36","31,986","7,688","5,803"
28/03/2016 01:30:00 p.m.,"2,27","26,3","6,568","8,929"
30/03/2016 02:35:00 p.m.,"2,19","20,235","3,562","2,54"
04/04/2016 03:00:00 p.m.,"2,65","66,146","5,85","103,117"
14/04/2016 03:40:00 p.m.,"2,56","55,576","0,793","0,637"
21/04/2016 04:00:00 p.m.,"2,18","20,224","0,215","0,131"
27/04/2016 03:50:00 p.m.,"2,33","30,753","1,23","2,902"
03/05/2016 12:50:00 p.m.,"2,07","13,998","1,85","1,215"
14/06/2016 03:05:00 p.m.,"2,12","16,469","1,858","1,823"
05/07/2016 12:20:00 p.m.,"2,09","16,254","2,455","1,29"
09/08/2016 05:10:00 p.m.,"1,91","6,578","0,288","1,846"
27/09/2016 03:00:00 p.m.,"1,83","3,331","0,087","0,057"
04/10/2016 02:30:00 p.m.,"1,81","3,022","0,027","0,049"
24/10/2016 06:15:00 p.m.,"1,84","3,548","2,302","2,646"
03/11/2016 02:10:00 p.m.,"1,8","2,869","0,074","2,422"
07/11/2016 06:20:00 p.m.,"1,8","2,826","1,496","8,014"
14/11/2016 12:30:00 p.m.,"1,93","7,069","0,961","9,072"
24/11/2016 11:50:00 a.m.,"2,43","39,879","14,32","48,657"
01/12/2016 02:35:00 p.m.,"2,68","57,631","5,052","12,174"
03/12/2016 02:20:00 p.m.,"2,4","35,883","2,708","11,643"
06/12/2016 12:15:00 p.m.,"2,1","15,399","1,318","5,437"
08/12/2016 03:30:00 p.m.,"2,43","37,014","3,272","0,381"
12/12/2016 02:20:00 p.m.,"2,26","26,005","0,591","7,777"
16/12/2016 06:00:00 p.m.,"1,89","6,16","0,461","1,948"
23/12/2016 03:15:00 p.m.,"2,14","17,488","0,082","4,486"
28/12/2016 12:20:00 p.m.,"2,77","62,286","8,145","22,806"
02/01/2017 12:45:00 p.m.,"2,09","16,631","0,307","4,127"
05/01/2017 12:20:00 p.m.,"2,7","56,75","5,608","23,564"
13/01/2017 11:50:00 a.m.,"2,66","53,406","5,046","18,284"
16/01/2017 11:20:00 a.m.,"3,6","128,874","12,701","45,793"
20/01/2017 01:40:00 p.m.,"2,46","39,672","0,779","6,829"
23/01/2017 12:10:00 p.m.,"3,04","85,746","9,282","32,502"
25/01/2017 12:05:00 p.m.,"2,8","64,056","5,101","23,549"
27/01/2017 11:15:00 a.m.,"2,61","49,559","3,336","12,898"
01/02/2017 12:50:00 p.m.,"2,1","18,48","0,352","0,135"
03/02/2017 12:45:00 p.m.,"1,97","12,865","0,124","0,475"
06/02/2017 12:30:00 p.m.,"2,03","15,312","0,173","0,667"
11/02/2017 01:10:00 p.m.,"3,73","155,556","3,4","20,628"
13/02/2017 01:00:00 p.m.,"2,74","58,521","1,692","8,048"
18/02/2017 01:10:00 p.m.,"2,41","35,415","3,126","10,568"
23/02/2017 11:10:00 a.m.,"2,34","31,04","0,319","1,229"
26/02/2017 12:25:00 p.m.,"3,05","84,345","2,434","5,951"
02/03/2017 01:05:00 p.m.,"2,51","42,242","6,052","30,603"
06/03/2017 10:50:00 a.m.,"2,72","56,586","8,755","151,566"
13/03/2017 12:50:00 p.m.,"2,69","55,85","4,043","65,754"
18/03/2017 12:40:00 p.m.,"2,41","35,885","2,704","46,26"
21/03/2017 12:30:00 p.m.,"2,32","29,898","4,082","39,024"
23/03/2017 11:35:00 a.m.,"2,19","21,276","2,019","23,212"
25/03/2017 11:50:00 a.m.,"2,09","17,054","3,138","16,306"
27/03/2017 11:35:00 a.m.,"2,9","69,226","23,621","77,859"
04/04/2017 12:15:00 p.m.,"3,99","199,719","11,985","11,219"
07/04/2017 12:35:00 p.m.,"2,8","62,932","48,529","331,08"
11/04/2017 12:20:00 p.m.,"2,48","39,189","44,183","116,329"
17/04/2017 12:05:00 p.m.,"1,99","11,914","1,496","5,932"
03/05/2017 03:35:00 p.m.,"2,08","17,751","0,277","0,077"
06/06/2017 11:05:00 a.m.,"2,04","16,532","1,256","1,401"
07/07/2017 12:25:00 p.m.,"1,97","13,641","0,958","0,935"
08/08/2017 12:20:00 p.m.,"1,81","8,556","0,158","0,122"
18/09/2017 12:20:00 p.m.,"1,79","7,624","0,038","0,065"
09/10/2017 02:35:00 p.m.,"1,87","9,924","0,29","1,027"
16/10/2017 01:15:00 p.m.,"1,78","7,527","0,413",0
06/11/2017 11:50:00 a.m.,"2,05","15,542","0,206","1,205"
13/11/2017 12:00:00 p.m.,"1,86","8,931","1,379","1,393"
16/11/2017 11:45:00 a.m.,"1,78","7,973","0,091","1,223"
20/11/2017 11:40:00 a.m.,"1,69","5,28","0,108","0,798"
01/12/2017 11:35:00 a.m.,"1,59","3,666","2,056","1,561"
04/12/2017 12:00:00 p.m.,"2,6","47,159","16,905","18,951"
11/12/2017 11:45:00 a.m.,"1,94","13,134","0,311","1,535"
12/12/2017 01:30:00 p.m.,"1,89","11,94","0,149","0,578"
15/12/2017 11:45:00 a.m.,"1,83","9,294","0,849","1,605"
18/12/2017 12:30:00 p.m.,"1,76","7,468","0,736","0,777"
26/12/2017 11:30:00 a.m.,"2,16","22,027","0,954","1,858"
29/12/2017 01:05:00 p.m.,"1,92","13,273","0,327","1,018"
02/01/2018 11:30:00 a.m.,"2,15","21,723","11,955","7,361"
05/01/2018 12:30:00 p.m.,"1,98","14,099","4,117","0,245"
08/01/2018 11:55:00 a.m.,"2,09","18,876","5,34","5,505"
12/01/2018 01:25:00 p.m.,"2,22","24,22","2,643","8,797"
16/01/2018 12:15:00 p.m.,"2,22","24,494","8,461","24,207"
18/01/2018 12:25:00 p.m.,"2,02","15,682","9,606","4,602"
22/01/2018 11:35:00 a.m.,"1,88","11,048","3,018","0,331"
26/01/2018 01:15:00 p.m.,"2,8","61,039","16,123","1,648"
01/02/2018 11:40:00 a.m.,"3,21","90,583","0,659","1,648"
05/02/2018 11:35:00 a.m.,"2,53","43,03","0,184","0,969"
09/02/2018 11:25:00 a.m.,"2,17","23,106","0,103","0,466"
12/02/2018 11:15:00 a.m.,"2,94","69,729","3,47","5,749"
14/02/2018 12:40:00 p.m.,"2,35","31,617","0,222","0,68"
19/02/2018 11:35:00 a.m.,"2,63","48,06","0,052","0,456"
23/02/2018 12:35:00 p.m.,"2,36","32,625","0,802","1,772"
26/02/2018 02:30:00 p.m.,"2,76","58,894","4,196","5,53"
02/03/2018 12:50:00 p.m.,"2,59","43,992","3,229","21,369"
06/03/2018 11:35:00 a.m.,"2,81","59,679","2,315","25,851"
09/03/2018 02:30:00 p.m.,"2,41","32,884","1,364","16,157"
16/03/2018 02:15:00 p.m.,"2,08","17,107","1,131","8,422"
20/03/2018 02:15:00 p.m.,"2,08","20,239","3,227","8,748"
23/03/2018 11:40:00 a.m.,"2,04","17,292","3,109","9,422"
26/03/2018 11:20:00 a.m.,"2,01","15,322","6,356","12,646"
29/03/2018 11:30:00 a.m.,"2,01","16,245","8,433","13,964"
02/04/2018 11:55:00 a.m.,"2,41","35,043","2,708","120,293"
16/04/2018 01:15:00 p.m.,"2,09","17,738","0,703","71,115"
24/04/2018 12:55:00 p.m.,"1,97","14,936","0,929","50,665"
30/04/2018 12:50:00 p.m.,"2,03","16,157","1,184","58,639"
07/05/2018 11:50:00 a.m.,"3,38","115,306","2,295","361,612"
05/06/2018 12:50:00 p.m.,"2,06","17,646","0,876","0,79"
05/07/2018 12:15:00 p.m.,2,"16,558","2,513","0,94"
25/08/2018 10:50:00 a.m.,"1,81","9,95","0,219","0,143"
07/09/2018 01:45:00 p.m.,"1,77","7,986","0,021","0,077"
04/10/2018 02:20:00 p.m.,"1,75","7,849","0,47","1,617"
15/10/2018 12:25:00 p.m.,"1,57","4,919","0,333","1,714"
02/11/2018 12:20:00 p.m.,"2,2","23,517","0,159","0,227"
16/11/2018 11:20:00 a.m.,"2,03","16,073","0,036","0,038"
19/11/2018 12:15:00 p.m.,"2,66","48,627","0,406","0,188"
26/11/2018 02:30:00 p.m.,"2,13","20,229","3,097","6,768"
03/12/2018 11:55:00 a.m.,"2,74","51,931","11,118","18,515"
07/12/2018 12:00:00 p.m.,"2,62","48,719","11,023","10,915"
10/12/2018 11:50:00 a.m.,"2,32","30,77","7,217","7,866"
14/12/2018 11:40:00 a.m.,"1,97","15,576","2,613","3,937"
17/12/2018 11:45:00 a.m.,"2,3","26,906","3,431","5,208"
21/12/2018 11:45:00 a.m.,"3,375","101,488","5,248","13,51"
26/12/2018 11:50:00 a.m.,"2,28","26,137","1,229","4,331"
28/12/2018 12:15:00 p.m.,"2,16","21,787","0,713","3,124"
03/01/2019 12:00:00 p.m.,"2,39","30,553","0,898","3,201"
07/01/2019 12:30:00 p.m.,"2,53","37,936","1,224","1,763"
10/01/2019 11:35:00 a.m.,"2,54","40,177","1,266","2,009"
14/01/2019 12:30:00 p.m.,"2,45","35,051","1,067","3,325"
18/01/2019 12:10:00 p.m.,"2,84","59,238","0,925","5,029"
21/01/2019 12:35:00 p.m.,"2,46","36,737","1,213","2,655"
29/01/2019 12:20:00 p.m.,"2,07","19,392","0,947","1,665"
31/01/2019 12:35:00 p.m.,"2,49","38,614","0,533","3,299"
01/02/2019 11:35:00 a.m.,"2,76","52,613","2,72","3,152"
05/02/2019 11:55:00 a.m.,"2,65","46,315","4,275","4,149"
11/02/2019 09:00:00 a.m.,"2,2","23,222","2,48","2,55"
15/02/2019 11:40:00 a.m.,"2,52","39,879","7,438","6,745"
19/02/2019 11:35:00 a.m.,"2,13","21,929","3,306","2,892"
22/02/2019 11:40:00 a.m.,"2,18","23,282","5,664","1,209"
25/02/2019 11:30:00 a.m.,"2,05","18,504","1,915","3,414"
28/02/2019 11:45:00 a.m.,"2,38","31,203","3,469","5,048"
01/03/2019 11:40:00 a.m.,"2,24","26,173","0,72","1,389"
05/03/2019 11:40:00 a.m.,"2,3","28,532","0,472","1,31"
08/03/2019 11:35:00 a.m.,"2,12","21,541","0,26","0,528"
11/03/2019 11:35:00 a.m.,"2,8","56,324","6,414","3,317"
13/03/2019 12:05:00 p.m.,"2,44","35,342","0,288","0,849"
16/03/2019 11:30:00 a.m.,"3,1","79,447","5,411","4,671"
18/03/2019 11:45:00 a.m.,"2,96","65,936","1,126","2,766"
25/03/2019 11:35:00 a.m.,"2,59","43,308","0,333","2,084"
01/04/2019 01:00:00 p.m.,"2,39","33,187","0,106","1,006"
10/04/2019 01:30:00 p.m.,"2,3","27,283","0,468","0,645"
18/04/2019 01:30:00 p.m.,"2,1","19,959","0,43","0,607"
30/04/2019 12:30:00 p.m.,"2,25","24,751","0,191","0,458"
16/05/2019 04:05:00 p.m.,"2,15","19,384","0,061","0,049"
18/06/2019 02:20:00 p.m.,2,"15,454","0,037","1,387"
03/07/2019 01:40:00 p.m.,"1,91","12,833","0,322","1,077"
14/08/2019 02:55:00 p.m.,"1,83","10,441","0,015","0,108"
20/09/2019 01:25:00 p.m.,"1,81","9,416","0,029","0,132"
10/10/2019 02:35:00 p.m.,"1,75","8,506","0,038","0,428"
30/10/2019 12:35:00 p.m.,"1,66","6,998","0,01","0,143"
01/11/2019 02:35:00 p.m.,"1,62","5,994","0,012","0,151"
04/11/2019 01:05:00 p.m.,"2,4","32,873","0,065","0,831"
08/11/2019 02:45:00 p.m.,"2,27","26,036","0,035","0,521"
15/11/2019 08:30:00 a.m.,"2,08","19,017","0,032","0,378"
02/12/2019 11:15:00 a.m.,"3,1","74,593",,
05/12/2019 11:35:00 a.m.,"2,66","40,23",,
10/12/2019 11:30:00 a.m.,"2,24","23,149",,
13/12/2019 10:45:00 a.m.,"1,98","14,431",,
16/12/2019 01:05:00 p.m.,"2,3","26,504",,
18/12/2019 11:20:00 a.m.,"2,04","15,695",,
24/12/2019 10:50:00 a.m.,"2,02","15,235",,
31/12/2019 10:40:00 a.m.,"1,97","13,703",,
02/01/2020 11:20:00 a.m.,"3,25","81,681",,
03/01/2020 11:30:00 a.m.,"2,5","36,011",,
06/01/2020 11:25:00 a.m.,"2,14","22,811",,
08/01/2020 11:15:00 a.m.,"2,04","15,715",,
14/01/2020 11:35:00 a.m.,"2,41","28,321",,
17/01/2020 12:35:00 p.m.,"2,6","42,253",,
29/01/2020 11:20:00 a.m.,"2,57","40,11",,
31/01/2020 11:30:00 a.m.,"2,48","36,504",,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
